id,ifc_type,occupancy,design_phase,code_category,primary_responsibility
3,Wall|Door|Slab|Stair|Window,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,site_planning,architect
R301,,,,none,none
R301.1,Wall|Column|Beam|Slab|Footing,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.1.1,Wall|Slab|Roof|Column,Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.1.2,Wall|Beam|Column,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,structural_design,structural_engineer
R301.1.3,Wall|Beam|Column|Slab|Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Storage (S),sd|dd|cd,structural_design,structural_engineer
R301.1.4,BuildingElementProxy|Wall|Slab|Roof,Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R)|Storage (S),sd|dd|cd,structural_design,structural_engineer
R301.2,Wall|Roof|Slab|Footing|BuildingElementProxy,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,site_planning,architect
R301.2.1,Wall|CurtainWall|Roof|Slab|Window,Residential (R)|Assembly (A)|Business (B)|Educational (E)|Mercantile (M),sd|dd|cd,structural_design,structural_engineer
R301.2.1.1,Wall|Roof|Slab|Column|Beam,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,structural_design,structural_engineer
R301.2.1.1.1,Wall|Window|Roof|Slab,Residential (R)|Assembly (A),sd|dd|cd,special_construction,architect
R301.2.1.2,Wall|Window|Door|Covering,Residential (R)|Business (B)|Assembly (A)|Educational (E)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect
R301.2.1.3,Wall|Roof|Slab|Beam|Column,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.2.1.4,Wall|Roof|Slab,Residential (R)|Educational (E)|Assembly (A),sd|dd|cd,site_planning,architect
R301.2.1.5,Wall|Roof|Slab|Column|Beam,Residential (R)|Business (B)|Assembly (A)|Educational (E)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
R301.2.1.5.1,Wall|Roof|Slab,Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.2.2,Wall|Slab|Column|Beam|Footing,Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.2.2.1,Wall|Column|Slab|Footing|Beam,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
R301.2.2.1.1,Wall|Slab|Column|Beam|Footing,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
R301.2.2.1.2,Wall|Slab|Footing,Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.2.2.2,Roof|Slab|Wall|Chimney,Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.2.2.3,Wall|Covering,Assembly (A)|Business (B)|Educational (E)|Residential (R),sd|dd|cd,finishes_materials,architect
R301.2.2.4,Wall|Slab|Column,Residential (R)|Assembly (A)|Business (B)|Educational (E),sd|dd|cd,structural_design,structural_engineer
R301.2.2.5,Wall|Slab|Footing,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,structural_design,structural_engineer
R301.2.2.6,Wall|Slab|Roof|Column|Footing,Residential (R)|Business (B),sd|dd|cd,structural_design,structural_engineer
R301.2.2.7,Wall|Slab|Roof|Column,Residential (R)|Assembly (A)|Business (B),concept|sd|dd|cd,building_height_area_limits,architect
R301.2.2.8,Wall|Beam|Column|Slab|Member,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
R301.2.2.9,Chimney|Wall,Residential (R)|Assembly (A)|Business (B)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
R301.2.2.10,BuildingElementProxy,Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.2.2.10.1,BuildingElementProxy|Member|Plate,Residential (R)|Assembly (A)|Business (B)|Educational (E)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
R301.2.3,Roof|Slab|Beam|Column|Wall,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,structural_design,structural_engineer
R301.2.4,Slab|Wall|Footing|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Storage (S),sd|dd|cd,site_planning,architect
R301.2.4.1,Wall|Slab|Footing,Residential (R),sd|dd|cd,site_planning,architect
