id,section,reference,displayTitle,depth,body
,,31,Chapter 31 Special Construction,0,"User notes: About this chapter: Chapter 31 provides regulations for unique buildings and building elements. Those include buildings such as membrane structures, greenhouses and relocatable buildings. Special elements include pedestrian walkways and tunnels, awnings, canopies and marquees, vehicular gates and solar energy systems. Code development reminder: Code change proposals to sections preceded by the designation [BS] will be considered by the IBC—Structural Code Development Committee during the 2019 (Group B) Code Development Cycle. See explanation on page iv."
31,Chapter 31 Special Construction,3101,Section 3101 General,1,
31.3101,Section 3101 General,3101.1,3101.1 Scope,2,"The provisions of this chapter shall govern special building construction including membrane structures, temporary structures, pedestrian walkways and tunnels, automatic vehicular gates, awnings and canopies, marquees, signs, towers, antennas, relocatable buildings, swimming pool enclosures and safety devices, and solar energy systems."
31,Chapter 31 Special Construction,3102,Section 3102 Membrane Structures,1,
31.3102,Section 3102 Membrane Structures,3102.1,3102.1 General,2,"The provisions of Sections 3102.1 through 3102.8 shall apply to air-supported, air-inflated, membrane-covered cable, membrane-covered frame and tensile membrane structures, collectively known as membrane structures, erected for a period of 180 days or longer. Those erected for a shorter period of time shall comply with the Fire Code of New York State. Membrane structures covering water storage facilities, water clarifiers, water treatment plants, sewage treatment plants, greenhouses and similar facilities not used for human occupancy are required to meet only the requirements of Sections 3102.3.1 and 3102.7. Membrane structures erected on a building, balcony, deck or other structure for any period of time shall comply with this section."
31.3102,Section 3102 Membrane Structures,3102.2,3102.2 Tensile Membrane Structures and Air-Supported Structures,2,"Tensile membrane structures and air-supported structures, including permanent and temporary structures, shall be designed and constructed in accordance with ASCE 55. The provisions in Sections 3102.3 through 3102.6 shall apply."
31.3102,Section 3102 Membrane Structures,3102.3,3102.3 Type of Construction,2,"Noncombustible membrane structures shall be classified as Type IIB construction. Noncombustible frame or cable-supported structures covered by an approved membrane in accordance with Section 3102.3.1 shall be classified as Type IIB construction. Heavy timber frame-supported structures covered by an approved membrane in accordance with Section 3102.3.1 shall be classified as Type IV construction. Other membrane structures shall be classified as Type V construction. Exception: Plastic less than 30 feet (9144 mm) above any floor used in greenhouses, where occupancy by the general public is not authorized, and for aquaculture pond covers is not required to meet the fire propagation performance criteria of Test Method 1 or Test Method 2, as appropriate, of NFPA 701."
31.3102,Section 3102 Membrane Structures,3102.3.1,3102.3.1 Membrane and Interior Liner Material,3,"Membranes and interior liners shall be either noncombustible as set forth in Section 703.5 or meet the fire propagation performance criteria of Test Method 1 or Test Method 2, as appropriate, of NFPA 701 and the manufacturer's test protocol.Exception: Plastic less than 20 mil (0.5 mm) in thickness used in greenhouses, where occupancy by the general public is not authorized, and for aquaculture pond covers is not required to meet the fire propagation performance criteria of Test Method 1 or Test Method 2, as appropriate, of NFPA 701."
31.3102,Section 3102 Membrane Structures,3102.4,3102.4 Allowable Floor Areas,2,The area of a membrane structure shall not exceed the limitations specified in Section 506.
31.3102,Section 3102 Membrane Structures,3102.5,3102.5 Maximum Height,2,Membrane structures shall not exceed one story nor shall such structures exceed the height limitations in feet specified in Section 504.3.Exception: Noncombustible membrane structures serving as roofs only.
31.3102,Section 3102 Membrane Structures,3102.6,3102.6 Mixed Construction,2,Membrane structures shall be permitted to be utilized as specified in this section as a portion of buildings of other types of construction. Height and area limits shall be as specified for the type of construction and occupancy of the building.
