id,section,reference,displayTitle,depth,body
,,27,Chapter 27 Electrical,0,"User note: About this chapter: Electrical systems and components are integral to most structures; therefore it is necessary for the code to address their installation and protection. Structures depend on electricity for the operation of many life safety systems including fire alarm, smoke control and exhaust, fire suppression, fire command and communication systems. Since power supply to these systems is essential, Chapter 27 addresses where standby and emergency power must be provided."
27,Chapter 27 Electrical,2701,Section 2701 General,1,
27.2701,Section 2701 General,2701.1,2701.1 Scope,2,"The provisions of this chapter and NFPA 70 shall govern the design, construction, erection and installation of the electrical components, appliances, equipment and systems used in buildings and structures covered by this code. The Fire Code of New York State, the Property Maintenance Code of New York State and NFPA 70 shall govern the use and maintenance of electrical components, appliances, equipment and systems. The Existing Building Code of New York State and NFPA 70 shall govern the alteration, repair, relocation, replacement and addition of electrical components, appliances, or equipment and systems."
27,Chapter 27 Electrical,2702,Section 2702 Emergency and Standby Power Systems,1,
27.2702,Section 2702 Emergency and Standby Power Systems,2702.1,[F]  2702.1 General,2,Emergency power systems and standby power systems shall comply with Sections 2702.1.1 through 2702.1.8.
27.2702,Section 2702 Emergency and Standby Power Systems,2702.1.1,[F]  2702.1.1 Stationary Generators,3,Stationary emergency and standby power generators required by this code shall be listed in accordance with UL 2200.
27.2702,Section 2702 Emergency and Standby Power Systems,2702.1.2,[F]  2702.1.2 Fuel-Line Piping Protection,3,"Fuel lines supplying a generator set inside a high-rise building shall be separated from areas of the building other than the room the generator is located in by an approved method, or an assembly that has a fire-resistance rating of not less than 2 hours. Where the building is protected throughout with an automatic sprinkler system installed in accordance with Section 903.3.1.1, the required fire-resistance rating shall be reduced to 1 hour."
27.2702,Section 2702 Emergency and Standby Power Systems,2702.1.3,[F]  2702.1.3 Installation,3,"Emergency power systems and standby power systems required by this code or the Fire Code of New York State shall be installed in accordance with the Fire Code of New York State, NFPA 70, NFPA 110 and NFPA 111."
27.2702,Section 2702 Emergency and Standby Power Systems,2702.1.4,[F]  2702.1.4 Load Transfer,3,"Emergency power systems shall automatically provide secondary power within 10 seconds after primary power is lost, unless specified otherwise in this code. Standby power systems shall automatically provide secondary power within 60 seconds after primary power is lost, unless specified otherwise in this code."
27.2702,Section 2702 Emergency and Standby Power Systems,2702.1.5,[F]  2702.1.5 Load Duration,3,"Emergency power systems and standby power systems shall be designed to provide the required power for a minimum duration of 2 hours without being refueled or recharged, unless specified otherwise in this code."
