id,section,reference,displayTitle,depth,body
,,9,Chapter 9 Alterations—Level 3,0,"User notes:About this chapter: Chapter 9 provides the technical requirements for those existing buildings that undergo Level 3 alterations. The purpose of this chapter is to provide detailed requirements and provisions to identify the required improvements in the existing building elements, building spaces and building structural system. This chapter is distinguished from Chapters 7 and 8 by involving alterations that cover 50 percent or more of the aggregate area of the building. In contrast, Level 1 alterations do not involve space reconfiguration, and Level 2 alterations involve extensive space reconfiguration that does not exceed 50 percent of the building area. Depending on the nature of alteration work, its location within the building, and whether it encompasses one or more tenants, improvements and upgrades could be required for the open floor penetrations, sprinkler system or the installation of additional means of egress such as stairs or fire escapes. At times and under certain situations, this chapter also is intended to improve the safety of certain building features beyond the work area and in other parts of the building where no alteration work might be taking place."
9,Chapter 9 Alterations—Level 3,901,Section 901 General,1,
9.901,Section 901 General,901.1,901.1 Scope,2,Level 3 alterations as described in Section 604 shall comply with the requirements of this chapter.
9.901,Section 901 General,901.2,901.2 Compliance,2,"In addition to the provisions of this chapter, work shall comply with all of the requirements of Chapters 7 and 8. The requirements of Sections 802, 803, 804 and 805 shall apply within all work areas whether or not they include exits and corridors shared by more than one tenant and regardless of the occupant load.Exception: Buildings in which the reconfiguration of space affecting exits or shared egress access is exclusively the result of compliance with the accessibility requirements of Section 306.7.1 shall not be required to comply with this chapter."
9,Chapter 9 Alterations—Level 3,902,Section 902 Special Use and Occupancy,1,
9.902,Section 902 Special Use and Occupancy,902.1,902.1 High-Rise Buildings,2,Any building having occupied floors or an occupiable roof more than 75 feet (22 860 mm) above the lowest level of fire department vehicle access shall comply with the requirements of Sections 902.1.1 and 902.1.2.
9.902,Section 902 Special Use and Occupancy,902.1.1,902.1.1 Recirculating Air or Exhaust Systems,3,"Where a floor is served by a recirculating air or exhaust system with a capacity greater than 15,000 cubic feet per minute (701 m3/s), that system shall be equipped with approved smoke and heat detection devices installed in accordance with the International Mechanical Code."
9.902,Section 902 Special Use and Occupancy,902.1.2,902.1.2 Elevators,3,"Where there is an elevator or elevators for public use, not fewer than one elevator serving the work area shall comply with this section. Existing elevators with a travel distance of 25 feet (7620 mm) or more above or below the main floor or other level of a building and intended to serve the needs of emergency personnel for fire-fighting or rescue purposes shall be provided with emergency operation in accordance with ASME A17.3. New elevators shall be provided with Phase I emergency recall operation and Phase II emergency in-car operation in accordance with ASME A17.1/CSA B44.1."
9.902,Section 902 Special Use and Occupancy,902.2,902.2 Conditions for I-1 Occupancies,2,Group I-1 occupancies shall be classified as Condition 1 or Condition 2 in accordance with Section 308.2 of the International Building Code.
9.902,Section 902 Special Use and Occupancy,902.2.1,"902.2.1 Smoke Barriers in Group I-1, Condition 2",3,"In Group I-1, Condition 2 occupancies where the work area is on a story used for sleeping rooms for more than 30 care recipients, the story shall be divided into not fewer than two compartments by smoke barrier walls in accordance with Section 420.6 of the International Building Code."
