id,section,title,body,ifc_type,occupancy,design_phase,code_category,primary_responsibility
2,,Definitions,"User note:About this chapter: Codes, by their very nature, are technical documents. Every word, term and punctuation mark can add to or change the meaning of a technical requirement. It is necessary to maintain a consensus on the specific meaning of each term contained in the code. Chapter 2 performs this function by stating clearly what specific terms mean for the purpose of the code.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd|cd|ca,occupancy_classification,architect
201,Chapter 2 Definitions,General,,,,,none,none
201.1,Section 201 General,Scope,"Unless otherwise expressly stated, the following words and terms shall, for the purposes of this code, have the meanings shown in this chapter.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd|cd,occupancy_classification,architect
201.2,Section 201 General,Interchangeability,"Words used in the present tense include the future; words stated in the masculine gender include the feminine and neuter; the singular number includes the plural and the plural, the singular.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd|cd,occupancy_classification,architect
201.3,Section 201 General,Terms Defined in Other Codes,"Where terms are not defined in this code and are defined in the other International Codes, such terms shall have the meanings ascribed to them in those codes.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),cd,occupancy_classification,architect
201.4,Section 201 General,Terms Not Defined,"Where terms are not defined through the methods authorized by this chapter, such terms shall have ordinarily accepted meanings such as the context implies.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd|cd,occupancy_classification,architect
202,Chapter 2 Definitions,General Definitions,,,,,none,none
ADDITION_,Section 202 General Definitions,Addition,"An extension or increase in floor area, number of stories, or height of a building or structure.",,,,,
alteration_,Section 202 General Definitions,Alteration,"Any construction or renovation to an existing structure other than a repair or addition. Alterations are classified as Level 1, Level 2, and Level 3.",Wall|Slab|Door|Window|Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,occupancy_classification,architect
approved_,Section 202 General Definitions,Approved,Acceptable to the code official or authority having jurisdiction for compliance with the provisions of the applicable code or reference.,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,special_construction,architect
new_boarding_house_,Section 202 General Definitions,Boarding House,"A building arranged or used for lodging for compensation, with or without meals, and not occupancies as a single-family unit.",,,,,
new_carbon_monoxide_alarm_,Section 202 General Definitions,Carbon Monoxide Alarm,"A single- or multiple-station alarm intended to detect carbon monoxide gas and alert occupants by a distinct audible signal. It incorporates a sensor, control components and an alarm notification appliance in a single unit.",,,,,
new_carbon_monoxide_detector_,Section 202 General Definitions,Carbon Monoxide Detector,A device with an integral sensor to detect carbon monoxide gas and transmit an alarm signal to a connected alarm control unit,,,,,
change_of_occupancy_,Section 202 General Definitions,Change of Occupancy,"Any of the following shall be considered as a change of occupancy where the current International Building Code requires a greater degree of safety, accessibility, structural strength, fire protection, means of egress, ventilation or sanitation than is existing in the current building or structure: Any change in the occupancy classification. Any change from one group to another group within an occupancy classification. Any change in use within a group for which there is a change in application of the requirements of this code.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,occupancy_classification,architect
change_of_use_,Section 202 General Definitions,Change of Use,"A change in the use of a building or a portion of a building, within the same group classification, for which there is a change in application of the code requirements.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),sd|dd|cd,occupancy_classification,architect
code_official_,Section 202 General Definitions,Code Official,The officer or other designated authority charged with the administration and enforcement of this code.,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,occupancy_classification,owner
new_commercial_building_,Section 202 General Definitions,Commercial Building,"For energy conservation provisions, all buildings that are not included in the definition of ""Residential Building."".",,,,,
dangerous_,Section 202 General Definitions,Dangerous,"Any building, structure or portion thereof that meets any of the conditions described below shall be deemed dangerous: The building or structure has collapsed, has partially collapsed, has moved off its foundation, or lacks the necessary support of the ground. There exists a significant risk of collapse, detachment or dislodgement of any portion, member, appurtenance or ornamentation of the building or structure under service loads.",Wall|Column|Roof|Slab|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd|ca,structural_design,structural_engineer
disproportionate_earthquake_damage_,Section 202 General Definitions,Disproportionate Earthquake Damage,A condition of earthquake-related damage where both of the following occur: The 0.3-second spectral acceleration at the building site as estimated by the United States Geological Survey for the earthquake in question is less than 40 percent of the mapped acceleration parameter SS. The vertical elements of the lateral force-resisting system have suffered damage such that the lateral load-carrying capacity of any story in any horizontal direction has been reduced by more than 10 percent from its predamage condition.,Column|Wall|Beam,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
emergency_escape_and_rescue_opening_,Section 202 General Definitions,Emergency Escape and Rescue Opening,"An operable exterior window, door or other similar device that provides for a means of escape and access for rescue in the event of an emergency.",Window|Door|Wall,Residential (R)|Institutional (I)|Educational (E),sd|dd|cd,means_of_egress,architect
equipment_or_fixture_,Section 202 General Definitions,Equipment or Fixture,"Any plumbing, heating, electrical, ventilating, air conditioning, refrigerating, and fire protection equipment, and elevators, dumb waiters, escalators, boilers, pressure vessels and other mechanical facilities or installations that are related to building services. Equipment or fixture shall not include manufacturing, production, or process equipment, but shall include connections from building service to process equipment.",BuildingElementProxy|Elevator,Business (B)|Factory and Industrial (F)|Institutional (I)|Mercantile (M)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer
existing_building_,Section 202 General Definitions,Existing Building,A building legally occupied or legally occupied prior to a current vacant status.,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd|cd,occupancy_classification,architect
existing_structure_,Section 202 General Definitions,Existing Structure,"A structure erected prior to the date of adoption of the appropriate code, or one for which a legal building permit has been issued.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),concept|sd|dd|cd,occupancy_classification,architect
exterior_wall_covering_,Section 202 General Definitions,Exterior Wall Covering,"A material or assembly of materials applied on the exterior side of exterior walls for the purpose of providing a weather-resisting barrier, insulation or for aesthetics, including but not limited to, veneers, siding, exterior insulation and finish systems, architectural trim and embellishments, such as cornices, soffits, facias, gutters and leaders.",Covering|Wall,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect
exterior_wall_envelope_,Section 202 General Definitions,Exterior Wall Envelope,"A system or assembly of exterior wall components, including exterior wall finish materials, that provides protection of the building structural members, including framing and sheathing materials, and conditioned interior space from the detrimental effects of the exterior environment.",Wall|Slab|Roof|Covering|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect
facility_,Section 202 General Definitions,Facility,"All or any portion of buildings, structures, site improvements, elements and pedestrian or vehicular routes located on a site.",BuildingElementProxy|Wall|Door|Ramp|Slab,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),concept|sd|dd|cd,accessibility,architect
flood_hazard_area_,Section 202 General Definitions,Flood Hazard Area,"The greater of the following two areas: The area within a flood plain subject to a 1-percent or greater chance of flooding in any year. The area designated as a flood hazard area on a community's flood hazard map, or otherwise legally designated.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd,site_planning,civil_engineer
new_high_rise_building_,Section 202 General Definitions,High-Rise Building,A building with an occupied floor located more than 75 feet above the lowest level of fire department vehicle access.,,,,,
historic_building_,Section 202 General Definitions,Historic Building,"Any building or structure that is one or more of the following: Listed, or certified as eligible for listing, by the State Historic Preservation Officer or the Keeper of the National Register of Historic Places, in the National Register of Historic Places. Designated as historic or contributing resource under an applicable state or local law. Certified as a contributing resource within a National Register, state designated or locally designated historic district.",BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),concept|sd|dd|cd,special_construction,architect
new_legally_occupied_,Section 202 General Definitions,Legally Occupied,A building that has a current certificate of occupancy or equivalent documentation provided by the permit holder acceptable to the local code enforcement official.,,,,,
new_listed_,Section 202 General Definitions,Listed,"Equipment, materials, products or services included in a list published by an organization acceptable to the code official and concerned with evaluation of products or services that maintain periodic inspections of production of listed equipment or materials or periodic evaluation of services and whose listing states either that the equipment, material, product or service meets identified standards or has been tested and found suitable for a specified purpose.",,,,,
new_night_club_,Section 202 General Definitions,Night Club,"An A-2 occupancy meeting all of the following conditions: The aggregate floor area of concentrated use and standing space that is used for dancing or viewing of performers exceeds 10 percent of the Group A-2 fire area, excluding adjacent lobby areas ; and Provides live or recorded entertainment by performing artist; and Allows alcoholic beverage consumption.",,,,,
noncombustible_material_,Section 202 General Definitions,Noncombustible Material,"A material that, under the conditions anticipated, will not ignite or burn when subjected to fire or heat. Materials that pass ASTM E136 are considered noncombustible materials.",Wall|Roof|Slab|Column|Beam,Assembly (A)|Business (B)|Residential (R),sd|dd|cd,finishes_materials,architect
new_occupancy_classification_,Section 202 General Definitions,Occupancy Classification,"A subset of the occupancy group as listed in Chapter 3 of the North Carolina Building Code (i.e., A-1, A-2, A-3, A-4, A-5, B, E, F-1, F-2, H-1, H-2, H-3, H-4, H-5, I-1, I-2, I-3, I-4, M, R-1, R-2, R-3, R-4, S-1, S-2, and U).",,,,,
new_occupancy_group_,Section 202 General Definitions,Occupancy Group,"Occupant type as listed in Chapter 3 of the North Carolina Building Code (i.e., A, B, E, F, H, I, M, R, S, U).",,,,,
new_occupancy_use_,Section 202 General Definitions,Occupancy Use,The function of the space and not necessarily the occupancy classification.,,,,,
new_operational_access_,Section 202 General Definitions,Operational Access,Building access which allows use of a building during and after an emergency event.,,,,,
primary_function_,Section 202 General Definitions,Primary Function,"A primary function is a major activity for which the facility is intended. Areas that contain a primary function include, but are not limited to, the customer services lobby of a bank, the dining area of a cafeteria, the meeting rooms in a conference center, as well as offices and other work areas in which the activities of the public accommodation or other private entity using the facility are carried out. Mechanical rooms, boiler rooms, supply storage rooms, employee lounges or locker rooms, janitorial closets, entrances, corridors and restrooms are not areas containing a primary function.",Door|Slab|Wall|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Mercantile (M),concept|sd|dd|cd,accessibility,architect
registered_design_professional_in_responsible_charge_,Section 202 General Definitions,Registered Design Professional in Responsible Charge,An individual who is registered or licensed to practice their respective design profession as defined by the statutory requirements of the professional registration laws of the state or jurisdiction in which the project is to be constructed. A design by a registered design professional is not required where exempt under the registration or license laws.,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,occupancy_classification,architect
rehabilitation_,Section 202 General Definitions,Rehabilitation,"Any work, as described by the categories of work defined in this code, undertaken in an existing building.",,,,,
relocatable_building_,Section 202 General Definitions,Relocatable Building,A partially or completely assembled building constructed and designed to be reused multiple times and transported to different building sites.,BuildingElementProxy|Wall|Roof|Slab|Door,Business (B)|Educational (E)|Assembly (A)|Residential (R)|Utility and Miscellaneous (U),concept|sd|dd|cd,special_construction,architect
repair_,Section 202 General Definitions,Repair,The restoration or renewal of any part of an existing building for the purpose of its maintenance or to correct damage.,Wall|Roof|Slab|Door|Window,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,special_construction,architect
reroofing_,Section 202 General Definitions,Reroofing,"The process of recovering or replacing an existing roof covering. See ""Roof recover"" and ""Roof replacement.""",Roof|Covering,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect
new_residential_building_,Section 202 General Definitions,Residential Building,"For energy conservation provisions, includes detached one- and two- family dwellings and multiple single-family dwellings (townhouses) as well as Group R-2, R-3, and R-4 buildings three or less in height above grade plane.",,,,,
risk_category_,Section 202 General Definitions,Risk Category,"A categorization of buildings and other structures for determination of flood, wind, snow, ice and earthquake loads based on the risk associated with unacceptable performance, as provided in Section 1604.5 of the International Building Code.",BuildingElementProxy|Column|Wall|Slab|Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer
