id,section,reference,title,depth,body
,,8,Chapter 8 Alterations—Level 2,0,"User note:About this chapter: Like Chapter 7, the purpose of this chapter is to provide detailed requirements and provisions to identify the required improvements in the existing building elements, building spaces and building structural system when a building is being altered. This chapter is distinguished from Chapters 7 and 9 by involving space reconfiguration that could be up to and including 50 percent of the area of the building. In contrast, Level 1 alterations (Chapter 7) do not involve space reconfiguration, and Level 3 alterations (Chapter 9) involve extensive space reconfiguration that exceeds 50 percent of the building area. Depending on the nature of alteration work, its location within the building, and whether it encompasses one or more tenants, improvements and upgrades could be required for the open floor penetrations, sprinkler system or the installation of additional means of egress such as stairs or fire escapes."
8,Chapter 8 Alterations—Level 2,801,Section 801 General,1,
8.801,Section 801 General,801.1,801.1 Scope,2,Level 2 alterations as described in Section 603 shall comply with the requirements of this chapter.
8.801,Section 801 General,801.2,801.2 Alteration Level 1 Compliance,2,"In addition to the requirements of this chapter, all work shall comply with the requirements of Chapter 7."
8.801,Section 801 General,801.4,801.4 Compliance,2,"All new construction elements, components, systems, and spaces shall comply with the requirements of the International Building Code. Exceptions: Windows may be added without requiring compliance with the light and ventilation requirements of the International Building Code. Newly installed electrical equipment shall comply with the requirements of Section 806. The length of dead-end corridors in newly constructed spaces shall only be required to comply with the provisions of Section 804.7. The minimum ceiling height of the newly created habitable and occupiable spaces and corridors shall be 7 feet (2134 mm). Where provided in below-grade transportation stations, existing and new escalators shall be permitted to have a clear width of less than 32 inches (815 mm). New structural members and connections shall be permitted to comply with alternative design criteria in accordance with Section 302."
8,Chapter 8 Alterations—Level 2,802,Section 802 Building Elements and Materials,1,
8.802,Section 802 Building Elements and Materials,802.1,802.1 Scope,2,The requirements of this section are limited to work areas in which Level 2 alterations are being performed and shall apply beyond the work area where specified.
8.802,Section 802 Building Elements and Materials,802.2,802.2 Vertical Openings,2,"Existing vertical openings shall comply with the provisions of Sections 803.2.1, 803.2.2 and 803.2.3."
8.802,Section 802 Building Elements and Materials,802.2.1,802.2.1 Existing Vertical Openings,3,"All existing interior vertical openings connecting two or more floors shall be enclosed with approved assemblies having a fire-resistance rating of not less than 1 hour with approved opening protectives. Exceptions: Where vertical opening enclosure is not required by the International Building Code or the International Fire Code. Interior vertical openings other than stairways may be blocked at the floor and ceiling of the work area by installation of not less than 2 inches (51 mm) of solid wood or equivalent construction. The enclosure shall not be required where: Connecting the main floor and mezzanines; or All of the following conditions are met: The communicating area has a low hazard occupancy or has a moderate hazard occupancy that is protected throughout by an automatic sprinkler system. The lowest or next to the lowest level is a street floor. The entire area is open and unobstructed in a manner such that it may be assumed that a fire in any part of the interconnected spaces will be readily obvious to all of the occupants. Exit capacity is sufficient to provide egress simultaneously for all occupants of all levels by considering all areas to be a single floor area for the determination of required exit capacity. Each floor level, considered separately, has at least one-half of its individual required exit capacity provided by an exit or exits leading directly out of that level without having to traverse another communicating floor level or be exposed to the smoke or fire spreading from another communicating floor level. In Group A occupancies, a minimum 30-minute enclosure shall be provided to protect all vertical openings not exceeding three stories. In Group B occupancies, a minimum 30-minute enclosure shall be provided to protect all vertical openings not exceeding three stories. This enclosure, or the enclosure specified in Section 803.2.1, shall not be required in the following locations: Buildings not exceeding 3,000 square feet (279 m2) per floor. Buildings protected throughout by an approved automatic fire sprinkler system. In Group E occupancies, the enclosure shall not be required for vertical openings not exceeding three stories when the building is protected throughout by an approved automatic fire sprinkler system. In Group F occupancies, the enclosure shall not be required in the following locations: Vertical openings not exceeding three stories. Special purpose occupancies where necessary for manufacturing operations and direct access is provided to at least one protected stairway. Buildings protected throughout by an approved automatic sprinkler system. In Group H occupancies, the enclosure shall not be required for vertical openings not exceeding three stories where necessary for manufacturing operations and every floor level has direct access to at least two remote enclosed stairways or other approved exits. In Group M occupancies, a minimum 30-minute enclosure shall be provided to protect all vertical openings not exceeding three stories. This enclosure, or the enclosure specified in Section 803.2.1, shall not be required in the following locations: Openings connecting only two floor levels. Occupancies protected throughout by an approved automatic sprinkler system. In Group R-1 occupancies, the enclosure shall not be required for vertical openings not exceeding three stories in the following locations: Buildings protected throughout by an approved automatic sprinkler system. Buildings with less than 25 dwelling units or sleeping units where every sleeping room above the second floor is provided with direct access to a fire escape or other approved second exit by means of an approved exterior door or window having a sill height of not greater than 44 inches (1118 mm) and where: Any exit access corridor exceeding 8 feet (2438 mm) in length that serves two means of egress, one of which is an unprotected vertical opening, shall have at least one of the means of egress separated from the vertical opening by a 1-hour fire barrier; and The building is protected throughout by an automatic fire alarm system, installed and supervised in accordance with the International Building Code. In Group R-2 occupancies, a minimum 30-minute enclosure shall be provided to protect all vertical openings not exceeding three stories. This enclosure, or the enclosure specified in Section 803.2.1, shall not be required in the following locations: Vertical openings not exceeding two stories with not more than four dwelling units per floor. Buildings protected throughout by an approved automatic sprinkler system. Buildings with not more than four dwelling units per floor where every sleeping room above the second floor is provided with direct access to a fire escape or other approved second exit by means of an approved exterior door or window having a sill height of not greater than 44 inches (1118 mm) and the building is protected throughout by an automatic fire alarm system complying with Section 803.4. One- and two-family dwellings. Group S occupancies where connecting not more than two floor levels or where connecting not more than three floor levels and the structure is equipped throughout with an approved automatic sprinkler system. Group S occupancies where vertical opening protection is not required for open parking garages and ramps. In Group I-3 occupancies the vertical opening protection may be omitted if either of the following conditions is met: The building is in compliance with NFPA 101, Chapter 15; or The building is equipped throughout with an automatic fire suppression system. Vertical opening enclosure is not required where the vertical opening enclosure meets the code requirements under which the building was constructed or previously altered."
8.802,Section 802 Building Elements and Materials,802.2.2,802.2.2 Supplemental Shaft and Floor Opening Enclosure Requirements,3,"Where the work area on any floor exceeds 50 percent of that floor area, the enclosure requirements of Section 803.2 shall apply to vertical openings other than stairways throughout the floor. Exception: Vertical openings located in tenant spaces that are entirely outside the work area."
8.802,Section 802 Building Elements and Materials,802.2.3,802.2.3 Supplemental Stairway Enclosure Requirements,3,"Where the work area on any floor exceeds 50 percent of that floor area, stairways that are part of the means of egress serving the work area shall, at a minimum, be enclosed with smoke-tight construction on the highest work area floor and all floors below. Exception: Where stairway enclosure is not required by the International Building Code or the International Fire Code."
8.802,Section 802 Building Elements and Materials,802.3,802.3 Smoke Compartments,2,"In Group I-2 occupancies where the work area is on a story used for sleeping rooms, the story shall be divided into not less than two compartments by smoke barrier walls in accordance with Section 407.5 of the International Building Code as required for new construction."
8.802,Section 802 Building Elements and Materials,802.4,802.4 Interior Finish,2,The interior finish of walls and ceilings in exits and corridors in any work area shall comply with the requirements of the International Building Code. Exception: Existing interior finish materials that do not comply with the interior finish requirements of the International Building Code shall be permitted to be treated with an approved fire-retardant coating in accordance with the manufacturer's instructions to achieve the required rating.
8.802,Section 802 Building Elements and Materials,802.4.1,802.4.1 Supplemental Interior Finish Requirements,3,"Where the work area on any floor exceeds 50 percent of the floor area, Section 802.4 shall also apply to the interior finish in exits and corridors serving the work area throughout the floor. Exception: Interior finish within tenant spaces that are entirely outside the work area."
8.802,Section 802 Building Elements and Materials,802.5,802.5 Guards,2,The requirements of Sections 802.5.1 and 802.5.2 shall apply in all work areas.
8.802,Section 802 Building Elements and Materials,802.5.1,802.5.1 Minimum Requirement,3,"Every portion of a floor, such as a balcony or a loading dock, that is more than 30 inches (762 mm) above the floor or grade below and is not provided with guards, or those in which the existing guards are judged to be in danger of collapsing, shall be provided with guards."
8.802,Section 802 Building Elements and Materials,802.5.2,802.5.2 Design,3,"Where there are no guards or where existing guards must be replaced, the guards shall be designed and installed in accordance with the International Building Code."
8.802,Section 802 Building Elements and Materials,802.6,802.6 Fire-Resistance Ratings,2,"Where approved by the code official, buildings where an automatic sprinkler system installed in accordance with Section 903.3.1.1 or 903.3.1.2 of the International Building Code has been added, and the building is now sprinklered throughout, the required fire-resistance ratings of building elements and materials shall be permitted to meet the requirements of the current building code. The building is required to meet the other applicable requirements of the International Building Code.Plans, investigation and evaluation reports, and other data shall be submitted indicating which building elements and materials the applicant is requesting the code official to review and approve for determination of applying the current building code fire-resistance ratings. Any special construction features, including fire-resistance-rated assemblies and smoke-resistive assemblies, conditions of occupancy, means-of-egress conditions, fire code deficiencies, approved modifications or approved alternative materials, design and methods of construction, and equipment applying to the building that impact required fire-resistance ratings shall be identified in the evaluation reports submitted."
8.802,Section 802 Building Elements and Materials,new_802.7,802.7 Incidental Uses,2,Alteration of spaces classified as incidental uses as described in the International Building Code shall comply with the requirements of Table 509.1.
8.802,Section 802 Building Elements and Materials,new_802.8,802.8 Fireblocking and Draftstopping,2,"When the work being performed exposes the framing of any wall, floor, ceiling or roof, the exposed framing shall comply with Section 718 of the North Carolina Building Code. Exception: One- and two-family dwellings shall comply with Sections R302.11 and R302.12 of the North Carolina Residential Code."
8.802,Section 802 Building Elements and Materials,new_802.9,802.9 Group R Mixed-Use Separation,2,"Any nonresidential occupancy that is located directly below Group R shall be 1- hour separated from the Group R occupancy. The 1-hour assembly is only required to be rated from the nonresidential side. Exception: If the work area of the nonresidential occupancy is less than 50 percent of the gross floor area of the nonresidential occupancy, Section 803.8 shall not apply."
8,Chapter 8 Alterations—Level 2,803,Section 803 Fire Protection,1,
8.803,Section 803 Fire Protection,803.1,803.1 Scope,2,"The requirements of this section shall be limited to work areas in which Level 2 alterations are being performed, and where specified they shall apply throughout the floor on which the work areas are located or otherwise beyond the work area."
