id,section,reference,displayTitle,depth,body
,,2,Chapter 2 Definitions,0,"User notes:About this chapter:&nbsp;Codes, by their very nature, are technical documents. Every word, term and punctuation mark can add to or change the meaning of a technical requirement. It is necessary to maintain a consensus on the specific meaning of each term contained in the code. Chapter 2 performs this function by stating clearly what specific terms mean for the purposes of the code.Code development reminder: Code change proposals to sections preceded by the designation [A], [BG] or [BS] will be considered by one of the code development committees meeting during the 2025 (Group B) Code Development Cycle."
2,Chapter 2 Definitions,201,Section 201 General,1,
2.201,Section 201 General,201.1,201.1 Scope,2,"Unless otherwise expressly stated, the following words and terms shall, for the purposes of this code, have the meanings shown in this chapter."
2.201,Section 201 General,201.2,201.2 Interchangeability,2,"Words used in the present tense include the future; words stated in the masculine gender include the feminine and neuter; the singular number includes the plural and the plural, the singular."
2.201,Section 201 General,201.3,201.3 Terms Defined in Other Codes,2,"Where terms are not defined in this code and are defined in the International Energy Conservation Code, International Fuel Gas Code, International Fire Code, International Mechanical Code or International Plumbing Code, such terms shall have the meanings ascribed to them as in those codes."
2.201,Section 201 General,201.4,201.4 Terms Not Defined,2,"Where terms are not defined through the methods authorized by this section, such terms shall have ordinarily accepted meanings such as the context implies."
2,Chapter 2 Definitions,202,Section 202 Definitions,1,
2.202,Section 202 Definitions,24_hour_basis_,[BG]   24-Hour Basis,2,The actual time that a person is an occupant within a facility for the purpose of receiving care. It shall not include a facility that is open for 24 hours and is capable of providing care to someone visiting the facility during any segment of the 24 hours.
2.202,Section 202 Definitions,aac_masonry_,[BS]   AAC Masonry,2,"Masonry made of autoclaved aerated concrete (AAC) units, manufactured without internal reinforcement and bonded together using thin- or thick-bed mortar."
2.202,Section 202 Definitions,accessible_,[BE]   Accessible,2,"A site, building, facility or portion thereof that complies with Chapter 11."
2.202,Section 202 Definitions,accessible_means_of_egress_,[BE]   Accessible Means of Egress,2,A continuous and unobstructed way of egress travel from any accessible point in a building or facility to a public way.
2.202,Section 202 Definitions,accessible_route_,[BE]   Accessible Route,2,"A continuous, unobstructed path that complies with Chapter 11."
2.202,Section 202 Definitions,accessible_unit_,[BE]   Accessible Unit,2,A dwelling unit or sleeping unit that complies with this code and the provisions for Accessible units in ICC A117.1.
2.202,Section 202 Definitions,accreditation_body_,[BS]   Accreditation Body,2,"An approved, third-party organization that is independent of the grading and inspection agencies, and the lumber mills, and that initially accredits and subsequently monitors, on a continuing basis, the competency and performance of a grading or inspection agency related to carrying out specific tasks."
2.202,Section 202 Definitions,addition_,[A]   Addition,2,"An extension or increase in floor area, number of stories or height of a building or structure."
